xyzid,SMILES,solvent,exp. abs. energy[eV],b3lyp cal. abs. energy[eV],b3lyp delta[eV],wb97 cal. abs. energy[eV],wb97 delta[eV],wb97x cal. abs. energy[eV],wb97x delta[eV],wpbeh cal. abs. energy[eV],wpbeh delta,pbe0 cal. abs. energy[eV],pbe0 delta[eV],camb3lyp cal. abs. energy[eV],camb3lyp delta[eV]
781, OC(=O)Cc1ccccc1F,dimethyl sulfoxide,3.473,7.574,4.101,6.944,3.471,7.235,3.762,7.431,3.958,7.679,4.206,7.473,4
782, Nc1sc(c(n1)c1ccc(cc1)NC(=O)c1ccccc1)N=Nc1cccc(c1)[N+](=O)[O-],dimethyl sulfoxide,2.515,2.814,0.299,2.85,0.335,3.054,0.539,3.138,0.623,2.97,0.455,3.102,0.587
783, Nc1sc(c(n1)c1ccc(cc1)NC(=O)c1ccccc1)N=Nc1ccc(cc1)[N+](=O)[O-],dimethyl sulfoxide,2.309,2.419,0.11,2.705,0.396,2.862,0.553,2.958,0.649,2.545,0.236,2.898,0.589
784, Nc1noc(c1)C,dimethyl sulfoxide,3.999,7.997,3.998,7.511,3.512,6.846,2.847,8.29,4.291,6.949,2.95,6.98,2.981
785, Nc1nc(c(s1)N=Nc1ccccc1)c1ccc(cc1)NC(=O)c1ccccc1,dimethyl sulfoxide,2.594,2.79,0.196,2.898,0.304,3.102,0.508,3.192,0.598,2.886,0.292,3.174,0.58
786, Nc1nc(c(s1)N=Nc1cccc(c1)Cl)c1ccc(cc1)NC(=O)c1ccccc1,dimethyl sulfoxide,2.551,2.754,0.203,2.886,0.335,3.102,0.551,3.181,0.63,2.85,0.299,3.138,0.587
787, Fc1ccc(cc1)n1c(N=Nc2nc3c(s2)cccc3)ccc1c1cccs1,dimethyl sulfoxide,2.357,2.633,0.276,2.79,0.433,2.982,0.625,3.021,0.664,2.717,0.36,2.97,0.613
788, N#CC(=C(c1ccccc1)C=Cc1cc2c3ccccc3n(c2cc1OC)C)C#N,dimethyl sulfoxide,2.605,2.537,-0.068,2.864,0.259,3.075,0.47,3.025,0.42,2.621,0.016,2.964,0.359
789, Nc1sc(c(n1)c1ccc(cc1)NC(=O)c1ccccc1)N=Nc1ccccc1Cl,dimethyl sulfoxide,2.52,2.717,0.197,2.826,0.306,3.03,0.51,3.126,0.606,2.814,0.294,3.102,0.582
790, N#CC(=CNc1cccc(c1)F)C#N,dimethyl sulfoxide,3.887,4.232,0.345,4.223,0.336,4.5,0.613,4.628,0.741,4.305,0.418,4.63,0.743
791, N#CC(=Cc1cc2c(cc1OC)n(c1c2cccc1)C)c1nc2c(s1)cccc2,dimethyl sulfoxide,2.799,2.934,0.135,3.013,0.214,3.265,0.466,3.372,0.573,3.03,0.231,3.363,0.564
792, N#Cc1ccc(cc1)N=Nc1ccc(c2c1cccn2)O,dimethyl sulfoxide,2.917,2.995,0.078,3.169,0.252,3.411,0.494,3.475,0.558,3.087,0.17,3.41,0.493
793, Nc1ccc2c(c1)cccn2,dimethyl sulfoxide,3.434,5.507,2.073,5.375,1.941,5.733,2.299,5.88,2.446,5.639,2.205,5.909,2.475
794, Nc1ccccn1,dimethyl sulfoxide,3.999,7.384,3.385,7.823,3.824,7.458,3.459,7.643,3.644,7.547,3.548,7.641,3.642
795, Nc1cnc2c(c1)cccc2,dimethyl sulfoxide,3.493,6.406,2.913,5.387,1.894,5.747,2.254,5.88,2.387,6.56,3.067,5.916,2.423
796, OC(=O)[C@H](Cc1ccc(c(c1)O)O)N,dimethyl sulfoxide,4.246,6.842,2.596,6.376,2.13,6.828,2.582,7.043,2.797,7.01,2.764,7.071,2.825
797, N#CC(=CNc1cccc(c1)F)C(=O)OC,dimethyl sulfoxide,3.827,4.219,0.392,4.187,0.36,4.463,0.636,4.579,0.752,4.334,0.507,4.583,0.756
798, Nc1sc(c(n1)c1ccc(cc1)NC(=O)c1ccccc1)N=Nc1ccccc1[N+](=O)[O-],dimethyl sulfoxide,2.455,2.468,0.013,2.814,0.359,3.018,0.563,3.174,0.719,2.657,0.202,3.066,0.611
799, N#CC(=Cc1cn(nc1c1ccc(cc1)[N+](=O)[O-])c1ccccc1)C#N,dimethyl sulfoxide,3.483,4.269,0.786,4.341,0.858,4.617,1.134,4.725,1.242,4.269,0.786,4.593,1.11
800, O=C(NC12CC3CC(C1)CC(C2)(C3)NC(=O)Nc1ccc2c(c1)cc1c(c2)cccc1)Nc1ccc2c(c1)cc1c(c2)cccc1,dimethyl sulfoxide,3.046,4.377,1.331,4.581,1.535,4.918,1.872,5.026,1.98,4.557,1.511,5.05,2.004
801, Nn1c(=O)c2cccc3c2c(c1=O)ccc3,dimethyl sulfoxide,3.647,5.663,2.016,5.591,1.944,5.916,2.269,6.074,2.427,5.808,2.161,6.082,2.435
802, OC(=O)Cc1ccc(cc1)C1=c2ccc(=C(c3ccc(cc3)CC(=O)O)C3=NC(=C(c4[nH]c(C(=C5N=C1C=C5)c1ccc(cc1)CC(=O)O)cc4)c1ccccc1O)C=C3)[nH]2,dimethyl sulfoxide,1.912,3.427,1.515,3.367,1.455,3.571,1.659,3.655,1.743,3.487,1.575,3.643,1.731
803, O=c1oc2ccccc2cc1c1csc(n1)N=Nc1ccc(cc1)Nc1ccccc1,dimethyl sulfoxide,2.422,2.561,0.139,2.779,0.357,3.016,0.594,3.11,0.688,2.669,0.247,3.078,0.656
804, O=c1oc2ccccc2cc1c1csc(n1)N=Nc1c2ccccc2n(c1c1ccccc1)C,dimethyl sulfoxide,2.632,2.778,0.146,2.98,0.348,3.174,0.542,3.268,0.636,2.898,0.266,3.249,0.617
805, O=c1oc2ccccc2cc1c1csc(n1)N=Nc1c(N)n(C)c(=O)n(c1=O)C,dimethyl sulfoxide,2.792,2.958,0.166,3.132,0.34,3.389,0.597,3.472,0.68,3.102,0.31,3.474,0.682
806, O=c1oc2ccccc2cc1c1csc(n1)N=Nc1c(C)n(c2c1cccc2)C,dimethyl sulfoxide,2.684,2.814,0.13,2.999,0.315,3.211,0.527,3.275,0.591,2.934,0.25,3.265,0.581
807, O=c1oc2ccccc2cc1N,dimethyl sulfoxide,4.787,6.563,1.776,6.379,1.592,4.268,-0.519,6.831,2.044,6.721,1.934,4.411,-0.376
808, O=[Ti+2],dimethyl sulfoxide,1.799,3.319,1.52,3.391,1.592,3.451,1.652,3.355,1.556,3.259,1.46,3.511,1.712
809, O=c1oc2ccccc2cc1c1csc(n1)N=Nc1c([nH]c2c1cccc2)c1ccccc1,dimethyl sulfoxide,2.48,2.717,0.237,2.886,0.406,3.138,0.658,3.227,0.747,2.838,0.358,3.203,0.723
810, O=C1OC(=C2C1=C(NC2=O)c1ccccc1)c1cccnc1,dimethyl sulfoxide,2.546,2.868,0.322,2.898,0.352,3.084,0.538,3.153,0.607,2.935,0.389,3.161,0.615
811, O=C1Nc2c(C1=Cc1ccc(cc1)c1ccccc1)cccc2,dimethyl sulfoxide,3.594,3.418,-0.176,3.703,0.109,3.509,-0.085,3.606,0.012,3.552,-0.042,3.592,-0.002
812, O=C1CCCCC1,dimethyl sulfoxide,2.238,9.264,7.026,8.366,6.128,9.043,6.805,9.763,7.525,9.494,7.256,9.848,7.61
813, O=C1C(N=Nc2scc(n2)c2cc3ccccc3oc2=O)C(=O)N(C(=O)N1C)C,dimethyl sulfoxide,2.973,3.86,0.887,3.932,0.959,4.243,1.27,4.373,1.4,3.992,1.019,4.364,1.391
814, O=C(Nc1ccc2c3c1ccc1c3c(cc2)ccc1)NCC12CC3CC(C1)CC(C2)(C3)CNC(=O)Nc1ccc2c3c1ccc1c3c(cc2)ccc1,dimethyl sulfoxide,3.171,3.487,0.316,3.523,0.352,3.788,0.617,3.908,0.737,3.583,0.412,3.92,0.749
815, O=C(Nc1ccc2c(c1)cc1c(c2)cccc1)NCC12CC3CC(C1)CC(C2)(C3)CNC(=O)Nc1ccc2c(c1)cc1c(c2)cccc1,dimethyl sulfoxide,3.046,4.365,1.319,4.593,1.547,4.93,1.884,5.05,2.004,4.545,1.499,5.062,2.016
816, O=CN(C)C,dimethyl sulfoxide,2.644,7.388,4.744,6.969,4.325,7.412,4.768,7.597,4.953,7.51,4.866,7.608,4.964
817, O=C(Nc1c2ccccc2cc2c1cccc2)NCC12CC3CC(C1)CC(C2)(C3)CNC(=O)Nc1c2ccccc2cc2c1cccc2,dimethyl sulfoxide,3.009,3.283,0.274,3.367,0.358,5.303,2.294,5.459,2.45,3.367,0.358,3.752,0.743
818, O=C(NC12CC3CC(C1)CC(C2)(C3)NC(=O)Nc1cccc2c1cccc2)Nc1cccc2c1cccc2,dimethyl sulfoxide,3.792,4.076,0.284,5.483,1.691,5.82,2.028,6,2.208,4.184,0.392,6,2.208
819, [CH-]1C=CC=C1.O=C([C-]1C=CC=C1)CSc1[nH]nc(n1)c1ccc(cc1)C.[Fe+2],ethanol,2.695,3.367,0.672,3.463,0.768,3.87,1.175,4.147,1.452,3.595,0.9,4.076,1.381
820, [CH-]1C=CC=C1.O=C([C-]1C=CC=C1)CSc1[nH]nc(n1)C.[Fe+2],ethanol,2.695,4.028,1.333,4.124,1.429,4.577,1.882,5.32,2.625,4.485,1.79,4.876,2.181
821, [CH-]1C=CC=C1.COc1ccc(cc1)c1n[nH]c(n1)SCC(=O)[C-]1C=CC=C1.[Fe+2],ethanol,2.695,1.383,-1.312,4.112,1.417,4.148,1.453,0.902,-1.793,1.347,-1.348,1.347,-1.348
822, SCCC(=O)Nc1ccc2c(c1)c(ncn2)Nc1ccccc1,ethanol,2.275,3.692,1.417,3.767,1.492,5.796,3.521,5.964,3.689,3.819,1.544,5.964,3.689
823, Oc1ccc(cc1)C=Nc1ccccc1,ethanol,4.232,3.881,-0.351,4.006,-0.226,4.266,0.034,4.906,0.674,3.997,-0.235,4.343,0.111
824, OC(=O)c1ccccc1C(=O)c1c2cc(ccn2c2c1C(=O)c1ccccc1C2=O)c1ccncc1,ethanol,2.588,3.583,0.995,3.752,1.164,4.052,1.464,4.16,1.572,3.727,1.139,4.148,1.56
825, OC(=O)c1cc(nc2c1cccc2)c1ccccc1,ethanol,3.397,4.906,1.509,4.81,1.413,5.074,1.677,5.242,1.845,4.81,1.413,5.218,1.821
826, O=c1cc(C)c2c(o1)c1ccccc1c(c2)O,ethanol,3.263,4.665,1.402,5.868,2.605,4.966,1.703,5.106,1.843,4.822,1.559,5.126,1.863
827, [CH-]1C=CC=C1.O=C([C-]1C=CC=C1)CSc1[nH]nc(n1)c1ccc(cc1)[N+](=O)[O-].[Fe+2],ethanol,2.731,3.403,0.672,3.986,1.255,4.439,1.708,4.605,1.874,3.667,0.936,4.473,1.742
828, O=Cc1ccc(s1)c1ccc(s1)C1=CCC(CC1)c1ccccc1,ethanol,3.155,3.027,-0.128,3.379,0.224,3.601,0.446,3.713,0.558,3.178,0.023,3.594,0.439
829, OC(=O)c1ccccc1C(=O)c1c2ccccn2c2c1C(=O)c1ccccc1C2=O,ethanol,2.515,4.059,1.544,3.944,1.429,4.232,1.717,4.353,1.838,4.22,1.705,4.341,1.826
830, [CH-]1C=CC=C1.O=C([C-]1C=CC=C1)CSc1[nH]nc(n1)c1cccc(c1)Br.[Fe+2],ethanol,2.695,4.088,1.393,4.028,1.333,4.492,1.797,4.836,2.141,4.461,1.766,4.899,2.204
831, c1ccc(cc1)CC1(SC(=CC(=C1)c1ccccc1)c1ccccc1)c1ccccc1,ethanol,3.553,4.677,1.124,4.786,1.233,5.182,1.629,5.363,1.81,4.87,1.317,5.339,1.786
832, [CH-]1C=CC=C1.O=C([C-]1C=CC=C1)CSc1[nH]nc(n1)c1ccco1.[Fe+2],ethanol,2.695,4.076,1.381,3.391,0.696,4.569,1.874,5.316,2.621,4.281,1.586,4.878,2.183
833, [O-]C(=O)C,ethanol,1.956,8.362,6.406,8.667,6.711,8.495,6.539,8.617,6.661,8.645,6.689,8.585,6.629
834, [O-]C(=O)c1ccccc1,ethanol,1.956,7.183,5.227,6.021,4.065,7.315,5.359,7.474,5.518,7.331,5.375,7.484,5.528
835, [O-][N+](=O)c1ccc(cc1)c1cnc2c(c1)cc(c(c2)O)c1nc2c([nH]1)cccc2,ethanol,3.647,3.836,0.189,4.064,0.417,4.329,0.682,4.449,0.802,3.992,0.345,4.413,0.766
836, c1ccc(cc1)C=NNc1ncnc2c1[nH]cn2,ethanol,4.626,3.825,-0.801,3.824,-0.802,4.15,-0.476,4.279,-0.347,3.943,-0.683,4.299,-0.327
837, n1ccc(cc1)C=Cc1nc2c([nH]1)cccc2,ethanol,3.636,3.595,-0.041,3.815,0.179,4.064,0.428,4.169,0.533,3.718,0.082,4.134,0.498
838, c1ncc2c(c1)ccc1n2c2ccccc2n1,ethanol,3.604,5.363,1.759,4.93,1.326,5.315,1.711,5.459,1.855,5.339,1.735,5.435,1.831
839, c1ccc(cc1)C(=Cc1ccc2c(n1)cccc2)NN=Cc1ccccc1,ethanol,2.877,3.017,0.14,3.129,0.252,3.434,0.557,3.552,0.675,3.122,0.245,3.556,0.679
840, O1CCOCC1,ethanol,2.695,8.468,5.773,7.448,4.753,10.132,7.437,10.682,7.987,8.697,6.002,10.642,7.947
841, [CH-]1C=CC=C1.O=C([C-]1C=CC=C1)CSc1[nH]nc(n1)c1ccccc1.[Fe+2],ethanol,2.695,1.371,-1.324,1.888,-0.807,2.585,-0.11,5.13,2.435,3.8,1.105,0.962,-1.733
842, N[C@H](C(=O)OCc1ccccc1)CC(=O)N,ethanol,3.757,6.38,2.623,6.081,2.324,7.384,3.627,7.56,3.803,6.73,2.973,7.632,3.875
843, CCN1C(=S)SC(=CC=c2ccn(c3c2cccc3)C)C1=O,ethanol,1.998,2.628,0.63,2.51,0.512,2.635,0.637,2.689,0.691,2.668,0.67,2.706,0.708
844, NN=Cc1ccccc1O,ethanol,4.275,4.899,0.624,4.836,0.561,4.563,0.288,4.698,0.423,4.479,0.204,4.744,0.469
845, Brc1ccc(cc1)c1cc(nc(c1)c1ccccc1)c1ccccc1,ethanol,3.936,4.617,0.681,4.858,0.922,5.146,1.21,5.267,1.331,4.762,0.826,5.206,1.27
846, CC(C(=O)[O-])C,ethanol,1.974,8.358,6.384,7.919,5.945,8.715,6.741,8.42,6.446,8.645,6.671,8.365,6.391
847, CCN(c1ccc2c(c1)[o+]c1c(c2c2ccccc2C(=O)O)ccc(c1)N(CC)CC)CC.[Cl-],ethanol,2.277,2.79,0.513,2.708,0.431,2.91,0.633,2.987,0.71,2.85,0.573,3.004,0.727
848, CCN1C(=O)C(=CC2=C3N(CCC2)c2c(C3(C)C)cccc2)C(=O)N(C1=S)CC,ethanol,2.441,2.982,0.541,2.916,0.475,3.103,0.662,3.173,0.732,3.059,0.618,3.192,0.751
849, CCN1C(=O)C(=CC=CC2=C3N(CCC2)c2c(C3(C)C)cccc2)C(=O)N(C1=S)CC,ethanol,2.07,2.616,0.546,2.481,0.411,2.642,0.572,2.704,0.634,2.664,0.594,2.728,0.658
850, CCN1C(=O)C(=CC=CC=CC2=C3N(CCC2)c2c(C3(C)C)cccc2)C(=O)N(C1=S)CC,ethanol,1.766,2.413,0.647,2.248,0.482,2.377,0.611,2.421,0.655,2.447,0.681,2.447,0.681
851, CCN1C(=O)C(=CC=CC=c2n(c3ccccc3)c3c(n2c2ccccc2)cccc3)C(=O)N(C1=S)CC,ethanol,2.112,2.701,0.589,2.674,0.562,2.897,0.785,3.024,0.912,2.77,0.658,3.016,0.904
852, CCN1C(=O)C(=CC=c2c3cccc4c3c(n2Cc2ccccc2)ccc4)C(=O)N(C1=S)CC,ethanol,2.023,2.525,0.502,2.418,0.395,2.642,0.619,2.704,0.681,2.575,0.552,2.721,0.698
853, CCN1C(=O)C(=CC=c2n(c3ccccc3)c3c(n2c2ccccc2)cccc3)C(=O)N(C1=S)CC,ethanol,2.578,3.126,0.548,3.04,0.462,3.26,0.682,3.372,0.794,3.203,0.625,3.381,0.803
854, CCN1C(=S)N(CC)C(=O)C(=CC=CC=CC=c2n(c3ccccc3)c3c(n2c2ccccc2)cccc3)C1=O,ethanol,1.771,2.382,0.611,2.353,0.582,2.549,0.778,2.614,0.843,2.432,0.661,2.609,0.838
855, CN([C@@H]1C(=O)C(=C(O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@H]1O)c(Cl)ccc3O)C2=O)O)C,ethanol,2.583,4.076,1.493,3.595,1.012,3.908,1.325,4.004,1.421,3.679,1.096,3.98,1.397
856, COC(=O)CCNC(=O)OCc1cc(=O)oc2c1cc(OC)c1c2cccc1,ethanol,3.315,4.545,1.23,4.613,1.298,6.13,2.815,6.3,2.985,4.713,1.398,6.29,2.975
857, COC(=O)c1ccccc1,ethanol,4.425,7.08,2.655,6.875,2.45,7.123,2.698,7.293,2.868,7.222,2.797,7.3,2.875
858, COc1cc2c(C)cc(=O)oc2c2c1cccc2,ethanol,3.342,4.677,1.335,5.904,2.562,5.002,1.66,5.142,1.8,4.834,1.492,5.158,1.816
859, COc1cc2c(C=O)cc(=O)oc2c2c1cccc2,ethanol,3.289,5.315,2.026,5.327,2.038,5.772,2.483,5.94,2.651,5.507,2.218,5.952,2.663
860, COc1cc2c(CCl)cc(=O)oc2c2c1cccc2,ethanol,3.271,4.629,1.358,5.88,2.609,6.338,3.067,6.306,3.035,4.798,1.527,6.311,3.04
861, COc1cc2c(CO)cc(=O)oc2c2c1cccc2,ethanol,3.397,4.569,1.172,4.569,1.172,6.143,2.746,6.312,2.915,4.737,1.34,6.306,2.909
862, COc1cc2c(COC(=O)NCCC(=O)O)cc(=O)oc2c2c1cccc2,ethanol,3.324,4.557,1.233,4.569,1.245,4.918,1.594,5.062,1.738,4.725,1.401,6.278,2.954
863, COc1cc2c(COC(=O)[C@@H](N)C)cc(=O)oc2c2c1cccc2.Br,ethanol,3.324,4.521,1.197,4.593,1.269,6.096,2.772,6.275,2.951,4.701,1.377,5.062,1.738
864, COc1cc2c(COC(=O)[C@@H](NC(=O)OCc3ccccc3)C)cc(=O)oc2c2c1cccc2,ethanol,3.306,4.533,1.227,4.557,1.251,4.918,1.612,6.276,2.97,4.701,1.395,6.271,2.965
865, Cc1cc(C)c(c(c1)C)S,ethanol,2.583,6.585,4.002,6.562,3.979,6.886,4.303,6.89,4.307,6.706,4.123,7.059,4.476
866, Clc1nccc(n1)NN=Cc1ccccc1,ethanol,3.803,4.054,0.251,4.017,0.214,4.333,0.53,4.454,0.651,4.164,0.361,4.475,0.672
867, N#CC(=CC=CC1=C2N(CCC1)c1c(C2(C)C)cccc1)C#N,ethanol,2.305,2.95,0.645,2.779,0.474,2.926,0.621,2.987,0.682,2.991,0.686,3.018,0.713
868, N#CC1=COC2=C(C1)CCCC2,ethanol,3.237,7.034,3.797,6.759,3.522,7.193,3.956,7.389,4.152,7.189,3.952,7.414,4.177
869, N#Cc1ccc(s1)c1ccc(s1)C1=CCC(CC1)c1ccccc1,ethanol,3.324,3.183,-0.141,3.454,0.13,3.642,0.318,3.79,0.466,3.308,-0.016,3.719,0.395
870, NN=Cc1c(O)ccc2c1cccc2,ethanol,4.078,5.23,1.152,5.303,1.225,5.699,1.621,5.856,1.778,5.411,1.333,5.856,1.778
871, NNC(=O)Cc1ccccc1F,ethanol,3.473,6.927,3.454,6.999,3.526,7.218,3.745,7.423,3.95,7.214,3.741,7.49,4.017
872, [O-][N+](=O)c1ccccc1C=NNC(=Cc1ccc2c(n1)cccc2)C(C)(C)C,ethanol,2.755,3.343,0.588,3.137,0.382,3.385,0.63,3.512,0.757,3.487,0.732,3.43,0.675
873, [O-][N+](=O)c1ccc2c(c1)c(cc(n2)c1ccccc1)c1ccccc1,ethanol,3.701,3.427,-0.274,3.956,0.255,4.184,0.483,4.281,0.58,3.691,-0.01,4.196,0.495
874, [O-][N+](=O)c1cccc(c1)C=NNC(=Cc1ccc2c(n1)cccc2)C(C)(C)C,ethanol,2.883,3.259,0.376,4.341,1.458,4.262,1.379,3.698,0.815,3.381,0.498,3.964,1.081
875, COc1ccc(c(c1)OC)Cn1c(Nc2ccc(cc2)I)nc2c1cc1oc(=O)c(c(c1c2)C)C(=O)N,ethanol,3.425,3.066,-0.359,4.208,0.783,4.557,1.132,4.677,1.252,4.305,0.88,4.677,1.252
876, COc1ccc(cc1)CCn1c(Nc2cc(Cl)cc(c2)Cl)nc2c1cc1oc(=O)c(c(c1c2)C)C(=O)N,ethanol,3.416,4.131,0.715,4.22,0.804,4.545,1.129,4.701,1.285,4.319,0.903,4.713,1.297
877, COc1ccc(cc1)Nc1nc2c(n1Cc1ccccc1)cc1c(c2)c(C)c(c(=O)o1)C(=O)N,ethanol,3.532,3.189,-0.343,4.196,0.664,4.629,1.097,4.774,1.242,3.691,0.159,4.745,1.213
878, COc1cccc(c1)Nc1nc2c(n1CCc1ccc(cc1)Cl)cc1c(c2)c(C)c(c(=O)o1)C(=O)N,ethanol,3.502,3.884,0.382,4.244,0.742,4.737,1.235,4.677,1.175,4.124,0.622,4.677,1.175
879, Cc1ccc(cc1)C(=Cc1ccc2c(n1)cccc2)NN=Cc1ccc(cc1)[N+](=O)[O-],ethanol,2.831,2.319,-0.512,2.95,0.119,3.2,0.369,3.3,0.469,2.53,-0.301,3.219,0.388
880, Cc1ccc(cc1)C(=Cc1ccc2c(n1)cccc2)NN=Cc1ccccc1,ethanol,2.761,3.01,0.249,3.145,0.384,3.417,0.656,3.524,0.763,3.1,0.339,3.526,0.765
881, Cc1ccc(o1)CN[C@@H]1C[C@H]1NCc1ccc(o1)C,ethanol,3.911,6.238,2.327,6,2.089,6.226,2.315,6.402,2.491,6.319,2.408,6.404,2.493
882, ClCCCNc1cc2oc3cc(=[NH+]CC)c(cc3nc2c2c1cc1ccccc1c2)C.[Cl-],ethanol,1.922,2.354,0.432,2.39,0.468,2.554,0.632,2.624,0.702,2.452,0.53,2.624,0.702
883, Clc1ccc(cc1)C=CC(=O)c1nccnc1C,ethanol,4.065,3.587,-0.478,3.886,-0.179,4.144,0.079,4.24,0.175,3.735,-0.33,4.208,0.143
884, Clc1ccc2c(c1)nn(n2)c1c(C)[nH]n(c1=O)c1ccccc1,ethanol,3.803,4.172,0.369,3.946,0.143,4.343,0.54,4.466,0.663,3.838,0.035,4.476,0.673
885, Clc1cccc(c1)Nc1nc2c(n1Cc1ccccn1)cc1c(c2)c(C)c(c(=O)o1)C(=O)N,ethanol,3.444,4.461,1.017,3.518,0.074,4.918,1.474,5.038,1.594,4.581,1.137,5.026,1.582
886, Cn1c(Nc2ccccc2)nc2c1cc1oc(=O)c(c(c1c2)C)C(=O)N,ethanol,3.512,4.521,1.009,4.617,1.105,4.966,1.454,5.122,1.61,4.677,1.165,5.122,1.61
887, Fc1ccc(cc1)C=CC(=O)c1nccnc1C,ethanol,4.065,3.577,-0.488,3.84,-0.225,4.136,0.071,4.232,0.167,3.73,-0.335,4.196,0.131
888, Fc1cccc(c1)Nc1nc2c(n1CCCn1cncc1)cc1c(c2)c(C)c(c(=O)o1)C(=O)N,ethanol,3.397,4.521,1.124,4.617,1.22,4.978,1.581,5.122,1.725,4.677,1.28,5.122,1.725
889, COC(CC=CC(CC=CC(=CC=CC(=CCCC=C(C=CC=C(CCC=C(CCCC(C)C)C)C)C)C)C)C)(C)C,ethanol,1.722,3.961,2.239,4.305,2.583,4.537,2.815,4.375,2.653,4.076,2.354,4.398,2.676
890, Fc1ccccc1Nc1nc2c(n1CC1CCCO1)cc1c(c2)c(C)c(c(=O)o1)C(=O)N,ethanol,3.425,4.425,1,4.557,1.132,4.885,1.46,5.009,1.584,4.569,1.144,5.014,1.589
891, N#CC1CC(N2C1c1ccccc1C=N2)C(=O)N,ethanol,2.824,3.997,1.173,3.907,1.083,4.244,1.42,4.344,1.52,4.055,1.231,4.433,1.609
892, NC(=O)c1c(=O)oc2c(c1C)cc1c(c2)n(c(n1)Nc1cccc2c1cccc2)CCN1CCOCC1,ethanol,3.553,3.752,0.199,3.468,-0.085,3.766,0.213,3.864,0.311,3.944,0.391,3.834,0.281
893, O=C(C(C)C)NC1=CC(=O)C(=O)c2c1cccc2,ethanol,4.592,5.059,0.467,5.083,0.491,5.51,0.918,5.651,1.059,5.217,0.625,5.675,1.083
894, O=C(NC1=CC(=O)C(=O)c2c1cccc2)CNC(=O)C,ethanol,4.46,5.053,0.593,5.077,0.617,5.495,1.035,5.648,1.188,5.221,0.761,5.663,1.203
895, O=C(c1ccccc1)NC1=CC(=O)C(=O)c2c1cccc2,ethanol,4.46,4.545,0.085,4.076,-0.384,4.437,-0.023,4.629,0.169,4.713,0.253,4.653,0.193
896, O=C(c1cccnc1)NC1=CC(=O)C(=O)c2c1cccc2,ethanol,4.626,4.461,-0.165,4.341,-0.285,4.713,0.087,4.851,0.225,4.701,0.075,4.854,0.228
897, O=C(c1nccnc1C)C=Cc1ccc(cc1)N(C)C,ethanol,3.999,2.78,-1.219,3.217,-0.782,3.451,-0.548,3.529,-0.47,2.919,-1.08,3.47,-0.529
898, O=C(c1nccnc1C)C=Cc1ccc(cc1)OCc1ccccc1,ethanol,3.999,3.244,-0.755,3.595,-0.404,3.86,-0.139,3.972,-0.027,3.411,-0.588,3.924,-0.075
899, O=C(c1nccnc1C)C=Cc1ccc(cc1)[N+](=O)[O-],ethanol,3.936,3.595,-0.341,3.858,-0.078,4.1,0.164,4.19,0.254,3.764,-0.172,4.148,0.212
900, O=C1CCCN1CCCn1c(Nc2ccc(c(c2)Cl)Cl)nc2c1cc1oc(=O)c(c(c1c2)C)C(=O)N,ethanol,3.406,4.425,1.019,4.557,1.151,4.906,1.5,5.038,1.632,4.569,1.163,5.038,1.632
901, O=Cc1cc(Br)ccc1O,ethanol,3.961,5.345,1.384,5.856,1.895,6.297,2.336,6.454,2.493,6.206,2.245,6.493,2.532
902, O=Cc1ccc(cc1)N(C)C,ethanol,3.522,7.041,3.519,4.184,0.662,4.449,0.927,4.556,1.034,7.194,3.672,4.559,1.037
903, [O-][N+](=O)c1cccc(c1)C=NNC(=Cc1ccc2c(n1)cccc2)c1ccccc1,ethanol,2.917,3.145,0.228,3.323,0.406,3.587,0.67,3.671,0.754,3.252,0.335,3.655,0.738
904, O=Cc1ccc(cc1)[N+](=O)[O-],ethanol,3.734,4.595,0.861,4.725,0.991,4.969,1.235,5.096,1.362,4.808,1.074,5.049,1.315
905, N#CC1CC(N2C1C=CC=N2)C(=O)N,ethanol,2.805,4.188,1.383,4.034,1.229,4.368,1.563,4.487,1.682,4.306,1.501,4.553,1.748
906, COC(=O)C1C(=C(N2C1c1ccccc1C=N2)C(=O)N)C(=O)OC,ethanol,2.546,3.388,0.842,3.301,0.755,3.673,1.127,3.74,1.194,3.467,0.921,4.045,1.499
907, CNc1nc2c(n1Cc1ccc3c(c1)OCO3)cc1c(c2)c(C)c(c(=O)o1)C(=O)N,ethanol,3.493,3.848,0.355,5.098,1.605,5.447,1.954,5.579,2.086,5.026,1.533,5.567,2.074
908, CN(c1ccc(cc1)C1=CC(=O)NC1=O)C,ethanol,2.322,5.05,2.728,2.965,0.643,3.209,0.887,3.257,0.935,5.194,2.872,3.226,0.904
909, [O-][N+](=O)c1ccc(cc1)[C@@H]1OC1,ethanol,1.675,4.244,2.569,4.545,2.87,4.822,3.147,4.954,3.279,4.497,2.822,4.894,3.219
910, [O-][N+](=O)c1ccc(cc1)C=NNC(=Cc1ccc2c(n1)cccc2)C(C)(C)C,ethanol,2.695,2.476,-0.219,3.109,0.414,3.387,0.692,3.472,0.777,2.681,-0.014,3.411,0.716
911, [O-][Cl](=O)(=O)=O.CCN(c1ccc2c(c1)[o+]c1c(c2c2ccccc2C(=O)O)CCCC1=CNc1ccccc1)CC,ethanol,2.039,2.509,0.47,2.484,0.445,2.683,0.644,2.77,0.731,2.578,0.539,2.759,0.72
